name,type,direction,description
nr_ar,float,high,Probability of inhibition of the Tox21 target nr_ar
nr_ar_lbd,float,high,Probability of inhibition of the Tox21 target nr_ar_lbd
nr_ahr,float,high,Probability of inhibition of the Tox21 target nr_ahr
nr_aromatase,float,high,Probability of inhibition of the Tox21 target nr_aromatase
nr_er,float,high,Probability of inhibition of the Tox21 target nr_er
nr_er_lbd,float,high,Probability of inhibition of the Tox21 target nr_er_lbd
nr_ppar_gamma,float,high,Probability of inhibition of the Tox21 target nr_ppar_gamma
sr_are,float,high,Probability of inhibition of the Tox21 target sr_are
sr_atad5,float,high,Probability of inhibition of the Tox21 target sr_atad5
sr_hse,float,high,Probability of inhibition of the Tox21 target sr_hse
sr_mmp,float,high,Probability of inhibition of the Tox21 target sr_mmp
sr_p53,float,high,Probability of inhibition of the Tox21 target sr_p53
